,carat,cut,color,clarity,depth,table,price,'x','y','z'
51665,0.55,b'Ideal',b'G',b'IF',62.0,55.0,2398.0,5.25,5.29,3.27
49031,0.51,b'Ideal',b'F',b'VVS2',60.4,56.0,2054.0,5.18,5.22,3.14
50916,0.56,b'Ideal',b'F',b'VVS2',60.3,56.0,2318.0,5.39,5.35,3.24
9254,1.03,b'Premium',b'D',b'SI2',61.8,60.0,4560.0,6.45,6.42,3.98
21439,1.42,b'Good',b'F',b'VS2',63.7,57.0,9542.0,7.08,6.99,4.48
22514,1.66,b'Premium',b'E',b'SI2',62.6,58.0,10553.0,7.53,7.48,4.7
52552,0.58,b'Premium',b'E',b'VS2',61.5,58.0,2535.0,5.41,5.38,3.32
4556,1.16,b'Premium',b'D',b'I1',61.8,59.0,3644.0,6.74,6.78,4.18
9531,0.83,b'Ideal',b'F',b'VS1',61.2,54.0,4617.0,6.07,6.11,3.73
11910,1.01,b'Fair',b'D',b'SI1',66.2,56.0,5122.0,6.05,6.1,4.02
33600,0.31,b'Very Good',b'G',b'SI1',58.8,62.0,462.0,4.39,4.42,2.59
18668,1.04,b'Premium',b'F',b'VS1',59.4,60.0,7632.0,6.58,6.56,3.9
50291,0.31,b'Premium',b'G',b'VS1',62.1,58.0,542.0,4.31,4.36,2.69
18965,1.23,b'Ideal',b'H',b'VS1',60.6,57.0,7803.0,6.94,6.98,4.22
44498,0.51,b'Ideal',b'G',b'VS1',62.2,55.0,1599.0,5.13,5.16,3.2
24208,1.63,b'Premium',b'F',b'SI1',59.7,62.0,12394.0,7.73,7.65,4.59
53697,0.7,b'Fair',b'H',b'VVS2',64.5,65.0,2717.0,5.52,5.45,3.54
23217,1.14,b'Ideal',b'F',b'VVS1',60.1,60.0,11226.0,6.79,6.83,4.09
18995,1.01,b'Premium',b'E',b'VS1',62.0,59.0,7821.0,6.38,6.42,3.97
857,1.04,b'Premium',b'I',b'I1',61.6,61.0,2870.0,6.47,6.45,3.98
40965,0.49,b'Premium',b'F',b'SI1',58.7,60.0,1179.0,5.2,5.15,3.04
6633,1.0,b'Premium',b'H',b'SI2',58.6,59.0,4088.0,6.57,6.5,3.83
35975,0.42,b'Very Good',b'F',b'VS1',59.8,57.0,921.0,4.85,4.89,2.91
29760,0.35,b'Premium',b'I',b'VS1',61.8,58.0,709.0,4.53,4.5,2.79
35915,0.43,b'Premium',b'H',b'SI1',59.0,58.0,919.0,4.96,4.93,2.92
15020,1.0,b'Ideal',b'E',b'VS2',61.9,56.0,6048.0,6.45,6.4,3.98
42311,0.41,b'Ideal',b'F',b'VVS1',60.3,56.0,1295.0,4.8,4.85,2.91
11917,1.21,b'Ideal',b'I',b'SI1',62.4,55.0,5124.0,6.78,6.81,4.24
8777,1.04,b'Ideal',b'J',b'SI1',62.0,53.0,4469.0,6.51,6.55,4.05
5533,0.92,b'Premium',b'F',b'SI2',61.8,58.0,3854.0,6.19,6.23,3.84
42436,0.53,b'Ideal',b'D',b'SI2',61.4,56.0,1314.0,5.22,5.24,3.21
18730,1.19,b'Ideal',b'H',b'VVS2',61.6,56.0,7651.0,6.78,6.86,4.2
40151,0.35,b'Premium',b'E',b'VVS1',60.7,59.0,1116.0,4.58,4.55,2.77
51133,0.53,b'Ideal',b'D',b'VS1',61.6,56.0,2340.0,5.23,5.19,3.21
44026,0.51,b'Premium',b'E',b'SI1',62.5,57.0,1546.0,5.09,5.06,3.17
23875,2.03,b'Very Good',b'J',b'SI2',60.9,60.0,11968.0,8.1,8.21,4.97
1877,0.71,b'Ideal',b'E',b'VS2',62.2,57.0,3073.0,5.69,5.73,3.55
33532,0.35,b'Premium',b'D',b'VS2',60.4,58.0,829.0,4.53,4.58,2.75
41929,0.4,b'Ideal',b'F',b'VVS1',61.3,55.0,1263.0,4.75,4.78,2.92
10512,1.03,b'Ideal',b'H',b'SI1',62.4,56.0,4800.0,6.45,6.5,4.04
13524,1.32,b'Ideal',b'I',b'SI1',61.7,56.0,5544.0,7.11,7.05,4.37
10115,1.02,b'Premium',b'G',b'SI1',63.0,55.0,4718.0,6.45,6.4,4.05
41129,0.41,b'Very Good',b'G',b'IF',60.9,59.0,1197.0,4.8,4.85,2.94
36334,0.32,b'Premium',b'G',b'VVS2',62.3,54.0,936.0,4.45,4.38,2.75
42817,0.5,b'Premium',b'G',b'VS2',59.4,60.0,1354.0,5.14,5.16,3.06
15943,1.66,b'Ideal',b'J',b'SI2',60.8,57.0,6377.0,7.68,7.65,4.66
11902,1.15,b'Premium',b'I',b'VS2',62.6,56.0,5120.0,6.74,6.67,4.2
50844,0.62,b'Very Good',b'D',b'VS2',59.2,59.1,2311.0,5.55,5.6,3.3
6605,0.93,b'Premium',b'F',b'SI1',62.5,58.0,4081.0,6.19,6.22,3.88
26542,1.53,b'Very Good',b'G',b'VS1',61.9,57.0,16219.0,7.39,7.32,4.55
24699,0.3,b'Very Good',b'H',b'VVS1',61.1,61.0,638.0,4.27,4.3,2.62
25334,2.05,b'Ideal',b'J',b'SI1',60.3,60.0,14037.0,8.17,8.24,4.95
967,1.19,b'Fair',b'H',b'I1',65.1,59.0,2892.0,6.62,6.55,4.29
49363,0.53,b'Premium',b'E',b'SI1',61.8,60.0,2099.0,5.21,5.18,3.21
45502,0.57,b'Good',b'F',b'VS2',60.0,61.0,1680.0,5.36,5.43,3.24
747,0.33,b'Ideal',b'I',b'SI1',63.0,57.0,557.0,4.39,4.37,2.76
36928,0.41,b'Ideal',b'G',b'VS1',61.9,57.0,961.0,4.81,4.76,2.96
32143,0.32,b'Ideal',b'F',b'VVS2',62.1,54.0,786.0,4.41,4.44,2.75
1032,0.7,b'Very Good',b'G',b'VVS2',63.3,59.0,2905.0,5.59,5.62,3.55
17549,1.05,b'Premium',b'G',b'VS1',61.6,58.0,7063.0,6.51,6.48,4.0
44986,0.31,b'Ideal',b'G',b'SI2',60.5,57.0,523.0,4.4,4.36,2.65
38719,0.5,b'Good',b'F',b'SI1',63.1,61.0,1043.0,5.06,4.98,3.17
52133,0.52,b'Ideal',b'E',b'VVS1',59.9,57.0,2467.0,5.28,5.24,3.15
50908,0.7,b'Fair',b'E',b'SI1',65.2,58.0,2318.0,5.57,5.54,3.62
30864,0.33,b'Ideal',b'G',b'VS2',62.2,56.0,743.0,4.44,4.43,2.76
50434,0.77,b'Very Good',b'I',b'VS2',63.4,58.0,2262.0,5.81,5.74,3.66
5270,0.91,b'Good',b'D',b'SI1',64.0,58.0,3796.0,6.06,6.09,3.89
4283,1.0,b'Premium',b'E',b'I1',60.9,61.0,3584.0,6.41,6.37,3.89
51729,0.58,b'Ideal',b'F',b'VVS2',61.9,56.0,2401.0,5.38,5.35,3.32
38335,0.32,b'Ideal',b'E',b'VVS1',61.9,55.0,1020.0,4.41,4.38,2.72
11281,1.03,b'Premium',b'E',b'SI2',62.0,59.0,4974.0,6.49,6.42,4.0
11789,1.03,b'Premium',b'F',b'SI1',58.6,62.0,5087.0,6.65,6.6,3.88
36204,0.41,b'Very Good',b'G',b'VVS2',61.9,54.0,932.0,4.77,4.82,2.96
21965,1.54,b'Very Good',b'G',b'SI1',61.3,59.0,10036.0,7.38,7.41,4.53
6758,0.91,b'Very Good',b'G',b'VS2',64.0,56.6,4105.0,6.09,6.15,3.92
52459,0.7,b'Fair',b'F',b'VS2',66.4,53.0,2516.0,5.51,5.49,3.65
4903,0.91,b'Ideal',b'E',b'SI2',61.1,58.0,3723.0,6.25,6.29,3.83
6693,0.31,b'Premium',b'G',b'SI2',61.3,58.0,408.0,4.37,4.4,2.69
9985,1.26,b'Ideal',b'I',b'SI2',59.6,57.0,4704.0,7.04,7.01,4.19
28971,0.31,b'Very Good',b'H',b'SI1',61.0,61.0,435.0,4.33,4.39,2.66
50210,0.74,b'Ideal',b'I',b'SI1',62.0,53.0,2229.0,5.83,5.84,3.62
53172,0.82,b'Premium',b'H',b'SI2',60.4,58.0,2629.0,6.11,6.07,3.68
35821,0.31,b'Ideal',b'F',b'IF',62.0,55.0,914.0,4.36,4.38,2.71
6935,1.12,b'Ideal',b'F',b'SI2',61.8,55.0,4140.0,6.69,6.66,4.13
19409,1.01,b'Premium',b'D',b'VVS2',62.2,59.0,8065.0,6.36,6.3,3.94
19315,1.18,b'Premium',b'G',b'VVS2',61.0,58.0,8025.0,6.84,6.79,4.16
31031,0.31,b'Ideal',b'F',b'VS2',61.9,57.0,749.0,4.34,4.32,2.68
27694,0.41,b'Ideal',b'J',b'VS1',61.3,57.0,648.0,4.81,4.84,2.96
18967,1.01,b'Ideal',b'G',b'VVS1',61.7,57.0,7805.0,6.42,6.39,3.95
28065,0.31,b'Ideal',b'H',b'VVS1',61.6,57.0,660.0,4.32,4.35,2.67
20442,1.51,b'Premium',b'I',b'SI1',62.2,60.0,8794.0,7.3,7.23,4.52
22577,1.51,b'Good',b'H',b'VS2',63.5,60.0,10628.0,7.24,7.27,4.61
47311,0.23,b'Very Good',b'F',b'VVS2',61.5,58.0,530.0,3.9,3.94,2.41
36796,0.34,b'Premium',b'E',b'VS2',62.6,58.0,956.0,4.45,4.43,2.78
3847,0.74,b'Very Good',b'D',b'VS2',59.8,58.0,3476.0,5.9,5.94,3.54
51229,0.72,b'Premium',b'G',b'SI1',62.8,60.0,2352.0,5.78,5.68,3.6
50219,0.7,b'Very Good',b'F',b'SI1',61.8,58.0,2230.0,5.67,5.72,3.52
14339,1.0,b'Very Good',b'G',b'VS2',63.1,61.0,5806.0,6.38,6.33,4.01
3075,1.24,b'Ideal',b'I',b'SI2',62.5,57.0,3312.0,6.89,6.84,4.29
51728,0.78,b'Fair',b'G',b'SI2',64.9,55.2,2401.0,5.75,5.82,3.76
13506,1.01,b'Premium',b'D',b'SI1',61.7,62.0,5543.0,6.34,6.3,3.9
41488,0.52,b'Ideal',b'E',b'SI2',60.9,56.0,1232.0,5.2,5.23,3.17
38794,0.31,b'Premium',b'G',b'VVS1',62.1,59.0,1046.0,4.39,4.34,2.71
11667,1.22,b'Very Good',b'J',b'VS1',59.0,63.0,5056.0,7.05,7.02,4.15
7849,0.9,b'Very Good',b'D',b'SI1',63.3,57.0,4304.0,6.12,6.07,3.86
11098,1.0,b'Premium',b'H',b'VS2',60.7,60.0,4930.0,6.55,6.49,3.96
44266,0.52,b'Ideal',b'E',b'VS2',62.1,56.0,1576.0,5.17,5.2,3.22
3563,0.93,b'Good',b'F',b'SI2',59.4,61.0,3418.0,6.24,6.25,3.71
41305,0.38,b'Ideal',b'F',b'IF',60.7,57.0,1212.0,4.69,4.73,2.86
9672,1.06,b'Ideal',b'I',b'SI1',62.6,56.0,4646.0,6.46,6.54,4.07
50341,0.62,b'Ideal',b'D',b'VS2',61.2,56.0,2243.0,5.49,5.52,3.37
44342,0.5,b'Very Good',b'G',b'VS1',63.2,59.0,1580.0,5.03,5.07,3.19
3766,0.9,b'Premium',b'F',b'SI2',61.6,58.0,3457.0,6.23,6.15,3.81
14403,1.08,b'Premium',b'H',b'VS1',58.6,60.0,5818.0,6.84,6.78,3.99
45107,0.5,b'Ideal',b'E',b'VS1',62.5,57.0,1649.0,4.99,5.05,3.14
2029,0.7,b'Premium',b'G',b'VVS1',61.2,56.0,3105.0,5.75,5.68,3.5
19219,1.09,b'Ideal',b'G',b'VS2',62.2,55.0,7961.0,6.61,6.65,4.13
16732,0.4,b'Very Good',b'E',b'SI2',61.6,55.0,611.0,4.75,4.83,2.95
47939,0.6,b'Premium',b'E',b'VS2',59.9,61.0,1915.0,5.53,5.48,3.3
7193,0.91,b'Very Good',b'F',b'SI1',63.1,60.0,4188.0,6.13,6.17,3.88
24757,1.13,b'Very Good',b'D',b'VVS2',61.5,58.0,13111.0,6.64,6.67,4.09
32669,0.31,b'Premium',b'G',b'VS1',59.6,61.0,802.0,4.38,4.35,2.6
35413,0.4,b'Ideal',b'G',b'SI1',60.2,56.0,900.0,4.83,4.77,2.89
39306,0.7,b'Fair',b'G',b'I1',60.4,58.0,1069.0,5.74,5.68,3.45
9656,1.01,b'Very Good',b'H',b'SI1',63.4,58.0,4642.0,6.38,6.34,4.03
42433,0.46,b'Premium',b'G',b'VVS2',61.3,60.0,1314.0,4.94,5.01,3.05
24095,1.91,b'Fair',b'I',b'VS1',59.5,68.0,12244.0,8.1,7.91,4.78
43725,0.51,b'Very Good',b'G',b'VS2',62.2,57.0,1438.0,5.1,5.15,3.19
47485,0.83,b'Ideal',b'H',b'SI2',61.8,57.0,1863.0,6.08,5.99,3.73
24471,1.51,b'Premium',b'D',b'SI1',59.6,58.0,12738.0,7.51,7.48,4.47
51748,0.7,b'Very Good',b'I',b'VS1',61.4,57.0,2405.0,5.71,5.74,3.52
33563,0.41,b'Premium',b'F',b'SI2',60.8,58.0,830.0,4.83,4.78,2.92
2627,0.51,b'Ideal',b'E',b'VVS1',61.3,56.0,3226.0,5.21,5.13,3.17
38132,0.3,b'Very Good',b'G',b'VVS1',63.1,58.0,1013.0,4.31,4.28,2.71
16109,1.18,b'Ideal',b'H',b'SI1',61.5,57.0,6440.0,6.78,6.82,4.18
33510,0.4,b'Ideal',b'J',b'IF',62.4,56.0,828.0,4.71,4.74,2.95
2499,0.73,b'Ideal',b'E',b'VS2',62.2,59.0,3198.0,5.74,5.77,3.58
9086,0.9,b'Very Good',b'D',b'SI1',64.2,55.0,4523.0,6.09,6.16,3.93
26810,2.0,b'Premium',b'I',b'VS2',60.7,60.0,16694.0,8.07,8.02,4.88
40909,0.42,b'Ideal',b'G',b'VVS1',61.1,56.0,1179.0,4.82,4.84,2.95
38063,0.4,b'Good',b'G',b'VVS1',59.1,61.0,1013.0,4.86,4.88,2.88
39436,0.41,b'Ideal',b'D',b'VS2',61.7,56.0,1076.0,4.81,4.78,2.96
724,0.34,b'Good',b'E',b'SI1',63.3,57.0,556.0,4.44,4.47,2.82
47097,0.71,b'Premium',b'H',b'SI2',61.5,60.0,1826.0,5.72,5.7,3.51
3855,0.72,b'Ideal',b'G',b'VS1',61.2,57.0,3478.0,5.76,5.79,3.53
15759,1.02,b'Premium',b'G',b'VS2',62.5,58.0,6301.0,6.41,6.46,4.02
12340,1.01,b'Premium',b'E',b'SI1',60.5,62.0,5226.0,6.5,6.46,3.92
36979,0.38,b'Ideal',b'F',b'VVS2',62.0,55.0,963.0,4.66,4.7,2.9
32474,0.33,b'Very Good',b'G',b'VVS1',61.8,55.0,795.0,4.44,4.48,2.76
9625,0.9,b'Very Good',b'H',b'VVS2',59.9,61.0,4637.0,6.29,6.19,3.74
31866,0.3,b'Ideal',b'H',b'VVS2',61.6,55.0,776.0,4.34,4.3,2.66
53666,0.81,b'Ideal',b'J',b'VS2',62.1,56.0,2708.0,5.92,5.97,3.69
32149,0.28,b'Very Good',b'F',b'IF',59.8,56.0,787.0,4.27,4.29,2.56
6330,0.71,b'Ideal',b'E',b'VVS2',61.2,57.0,4030.0,5.73,5.8,3.53
21420,1.2,b'Very Good',b'E',b'VS2',60.6,56.0,9529.0,6.85,6.87,4.16
8929,1.1,b'Premium',b'H',b'SI2',58.9,57.0,4497.0,6.86,6.82,4.03
36294,0.34,b'Very Good',b'I',b'VS2',62.1,57.0,477.0,4.44,4.48,2.77
8220,1.06,b'Very Good',b'H',b'SI2',62.8,57.0,4372.0,6.49,6.57,4.1
27971,0.3,b'Ideal',b'E',b'VS2',62.0,56.0,658.0,4.31,4.34,2.68
28739,0.31,b'Premium',b'E',b'VS2',60.5,60.0,680.0,4.34,4.36,2.63
22657,1.14,b'Ideal',b'E',b'VVS2',62.3,55.0,10703.0,6.71,6.68,4.17
29913,0.3,b'Premium',b'D',b'VS1',61.9,58.0,712.0,4.28,4.32,2.66
40939,0.25,b'Very Good',b'I',b'VVS2',62.1,56.0,500.0,4.03,4.05,2.51
17452,1.01,b'Good',b'F',b'VS1',63.3,60.0,6999.0,6.32,6.35,4.01
37761,0.53,b'Ideal',b'J',b'SI1',61.6,55.0,999.0,5.2,5.23,3.21
45614,0.7,b'Fair',b'J',b'VVS1',67.6,54.0,1691.0,5.56,5.41,3.71
14326,1.0,b'Very Good',b'F',b'SI1',61.0,60.0,5804.0,6.38,6.43,3.91
20424,1.49,b'Fair',b'F',b'SI1',59.6,63.0,8779.0,7.2,7.34,4.33
3777,1.01,b'Fair',b'G',b'SI2',65.1,58.0,3461.0,6.29,6.21,4.07
21771,1.23,b'Ideal',b'D',b'VS2',62.3,57.0,9836.0,6.86,6.82,4.26
39317,0.38,b'Ideal',b'F',b'VVS1',61.0,57.0,1070.0,4.66,4.69,2.85
12692,0.38,b'Very Good',b'G',b'SI1',57.5,60.0,599.0,4.83,4.88,2.79
13519,1.0,b'Very Good',b'G',b'VS2',62.7,58.0,5544.0,6.34,6.42,4.0
15726,1.0,b'Premium',b'G',b'VS1',62.3,58.0,6290.0,6.39,6.3,3.95
3790,0.91,b'Very Good',b'D',b'SI2',62.0,62.0,3463.0,6.16,6.25,3.85
28922,0.3,b'Ideal',b'H',b'VVS1',62.4,53.0,684.0,4.28,4.31,2.68
47728,0.58,b'Ideal',b'D',b'VS2',61.2,54.0,1889.0,5.4,5.42,3.31
37730,0.53,b'Very Good',b'J',b'VS2',62.7,56.0,996.0,5.15,5.18,3.24
4237,1.0,b'Very Good',b'H',b'SI2',59.1,62.0,3575.0,6.47,6.5,3.83
46160,0.5,b'Ideal',b'E',b'VS2',61.6,55.0,1746.0,5.14,5.09,3.15
15302,1.04,b'Very Good',b'H',b'VS1',61.2,55.0,6141.0,6.54,6.56,4.01
4471,0.82,b'Ideal',b'E',b'SI1',61.8,58.0,3622.0,5.99,6.05,3.72
51286,0.72,b'Premium',b'F',b'SI1',59.3,59.0,2360.0,5.85,5.81,3.46
3973,0.9,b'Good',b'E',b'SI1',63.8,56.0,3510.0,6.09,6.17,3.91
32061,0.33,b'Premium',b'D',b'SI1',60.0,59.0,780.0,4.5,4.47,2.69
3356,0.71,b'Ideal',b'E',b'VS2',61.6,56.0,3381.0,5.71,5.75,3.53
26021,0.34,b'Premium',b'F',b'VS2',58.1,61.0,645.0,4.6,4.55,2.66
26729,0.32,b'Premium',b'G',b'VS1',61.0,59.0,645.0,4.39,4.43,2.69
29101,0.34,b'Premium',b'I',b'VS1',61.0,60.0,689.0,4.51,4.48,2.74
36926,0.41,b'Premium',b'G',b'VS1',60.5,58.0,961.0,4.8,4.76,2.89
21046,0.31,b'Premium',b'F',b'VS2',61.4,58.0,625.0,4.36,4.4,2.69
2662,0.7,b'Ideal',b'H',b'VVS2',62.2,55.0,3235.0,5.71,5.76,3.57
28530,0.39,b'Ideal',b'G',b'SI1',61.0,55.0,675.0,4.75,4.82,2.92
5102,0.73,b'Ideal',b'E',b'VS1',61.7,57.0,3758.0,5.77,5.8,3.57
5548,1.02,b'Premium',b'I',b'SI2',62.0,59.0,3856.0,6.45,6.42,3.99
31277,0.32,b'Premium',b'I',b'VS2',62.2,59.0,449.0,4.35,4.37,2.71
11988,1.06,b'Ideal',b'H',b'SI1',62.2,57.0,5143.0,6.56,6.49,4.06
2789,0.72,b'Ideal',b'H',b'IF',61.4,56.0,3257.0,5.76,5.8,3.55
48740,0.72,b'Very Good',b'G',b'SI2',62.1,59.0,2015.0,5.66,5.73,3.54
37764,0.41,b'Ideal',b'E',b'VS2',61.8,54.0,999.0,4.79,4.76,2.95
51515,0.7,b'Fair',b'G',b'VS1',65.8,61.0,2384.0,5.61,5.46,3.64
43136,0.58,b'Good',b'G',b'SI1',63.2,56.0,1388.0,5.3,5.33,3.36
27544,2.03,b'Premium',b'E',b'SI2',61.5,59.0,18310.0,8.16,8.24,5.04
29827,0.38,b'Very Good',b'H',b'VS2',61.6,56.0,710.0,4.68,4.71,2.89
3548,0.76,b'Very Good',b'E',b'VS1',62.1,58.0,3415.0,5.84,5.89,3.64
13451,1.03,b'Premium',b'H',b'VS1',62.0,59.0,5523.0,6.45,6.48,4.01
6082,1.01,b'Premium',b'I',b'SI2',59.4,57.0,3971.0,6.59,6.57,3.91
46457,0.59,b'Ideal',b'G',b'VS2',62.1,57.0,1774.0,5.36,5.39,3.34
10530,1.01,b'Premium',b'G',b'SI1',62.1,56.0,4805.0,6.42,6.36,3.97
30335,0.34,b'Ideal',b'F',b'SI1',62.8,56.0,727.0,4.46,4.42,2.79
44575,0.53,b'Ideal',b'G',b'VS1',61.7,55.0,1607.0,5.18,5.22,3.21
15590,1.24,b'Ideal',b'H',b'SI1',61.3,57.0,6254.0,6.95,6.89,4.24
827,0.96,b'Premium',b'I',b'SI1',61.3,58.0,2866.0,6.39,6.3,3.89
40632,0.41,b'Ideal',b'E',b'VS1',61.8,55.0,1153.0,4.8,4.75,2.95
43544,0.6,b'Premium',b'D',b'SI2',61.3,61.0,1428.0,5.46,5.4,3.33
33871,0.3,b'Ideal',b'E',b'VS2',61.8,57.0,844.0,4.34,4.3,2.67
48018,0.63,b'Premium',b'E',b'SI1',61.3,58.0,1921.0,5.57,5.52,3.4
41295,0.34,b'Ideal',b'D',b'VVS1',62.4,55.0,1211.0,4.49,4.45,2.79
37072,0.41,b'Ideal',b'I',b'VS1',60.9,53.0,969.0,4.85,4.8,2.94
21753,1.5,b'Premium',b'H',b'SI1',61.0,60.0,9820.0,7.33,7.27,4.45
12038,0.34,b'Very Good',b'E',b'SI1',62.9,55.0,596.0,4.47,4.5,2.82
13484,1.2,b'Ideal',b'I',b'SI1',62.4,57.0,5535.0,6.75,6.8,4.23
41165,0.38,b'Very Good',b'D',b'VVS2',60.0,62.0,1200.0,4.7,4.73,2.83
19474,1.5,b'Good',b'H',b'SI1',64.9,57.0,8112.0,7.08,7.15,4.62
28142,0.3,b'Ideal',b'G',b'VVS2',61.8,54.0,665.0,4.33,4.34,2.68
20984,1.62,b'Premium',b'D',b'SI2',61.2,61.0,9199.0,7.6,7.53,4.63
51699,0.7,b'Very Good',b'F',b'VS2',62.2,56.0,2400.0,5.7,5.74,3.56
45920,0.53,b'Ideal',b'E',b'VS2',62.1,56.0,1721.0,5.17,5.2,3.22
8092,1.25,b'Premium',b'G',b'SI2',61.1,58.0,4340.0,6.96,6.91,4.24
52179,0.7,b'Very Good',b'E',b'SI1',62.3,58.0,2476.0,5.6,5.67,3.51
3452,0.74,b'Ideal',b'G',b'VVS1',62.1,56.0,3388.0,5.78,5.82,3.6
51524,0.72,b'Very Good',b'I',b'VVS2',62.7,54.0,2386.0,5.74,5.8,3.62
14366,1.02,b'Ideal',b'G',b'VS2',62.0,57.0,5816.0,6.38,6.46,3.98
33634,0.37,b'Ideal',b'E',b'SI1',61.9,56.0,833.0,4.6,4.57,2.84
36190,0.61,b'Good',b'G',b'I1',61.2,57.2,931.0,5.44,5.49,3.34
35521,0.43,b'Very Good',b'F',b'VS2',61.0,57.0,905.0,4.84,4.87,2.96
17712,0.41,b'Ideal',b'J',b'VS2',62.2,54.0,613.0,4.76,4.79,2.97
13912,1.06,b'Very Good',b'H',b'SI1',59.3,59.0,5664.0,6.66,6.7,3.96
41315,0.42,b'Ideal',b'H',b'IF',61.0,56.0,1213.0,4.82,4.79,2.93
18379,0.4,b'Good',b'E',b'SI2',64.2,57.0,617.0,4.68,4.7,3.01
14427,0.91,b'Very Good',b'D',b'VS2',59.6,58.0,5825.0,6.32,6.34,3.77
4337,1.02,b'Very Good',b'J',b'SI2',63.4,56.0,3599.0,6.42,6.36,4.05
10829,1.11,b'Very Good',b'H',b'SI1',62.0,55.0,4871.0,6.61,6.68,4.12
31999,0.3,b'Ideal',b'F',b'VVS1',61.9,57.0,776.0,4.3,4.32,2.67
2245,0.7,b'Good',b'E',b'VS1',58.7,60.0,3148.0,5.79,5.83,3.41
52758,0.72,b'Very Good',b'E',b'SI1',62.0,57.0,2562.0,5.73,5.76,3.56
21428,1.52,b'Ideal',b'F',b'SI2',62.5,57.0,9533.0,7.36,7.32,4.59
26047,2.41,b'Premium',b'H',b'SI2',58.7,61.0,15248.0,8.85,8.76,5.17
47483,0.6,b'Good',b'E',b'SI1',62.7,60.1,1863.0,5.31,5.36,3.35
34757,0.41,b'Premium',b'H',b'SI1',62.9,58.0,876.0,4.73,4.72,2.97
26982,2.01,b'Very Good',b'I',b'VS1',59.8,63.0,17068.0,8.14,8.11,4.86
10557,1.21,b'Very Good',b'J',b'VS2',60.9,58.0,4816.0,6.86,6.91,4.19
53853,0.72,b'Premium',b'F',b'SI1',59.9,58.0,2742.0,5.85,5.81,3.49
27008,1.72,b'Ideal',b'G',b'VS2',62.4,55.0,17125.0,7.63,7.68,4.78
48729,0.52,b'Ideal',b'G',b'VVS2',61.9,55.0,2012.0,5.16,5.14,3.19
18501,1.3,b'Premium',b'H',b'VS2',62.4,58.0,7536.0,6.92,6.95,4.33
16342,1.0,b'Ideal',b'H',b'VVS1',61.5,59.0,6535.0,6.37,6.41,3.93
11863,1.08,b'Ideal',b'F',b'SI1',62.9,57.0,5106.0,6.54,6.53,4.11
27562,2.06,b'Ideal',b'D',b'SI2',60.3,56.0,18371.0,8.29,8.25,4.99
9224,1.1,b'Premium',b'H',b'SI2',62.6,57.0,4558.0,6.6,6.56,4.12
43917,0.31,b'Ideal',b'I',b'VS1',61.4,55.2,513.0,4.32,4.35,2.66
23784,1.71,b'Very Good',b'D',b'SI2',63.5,56.0,11844.0,7.58,7.51,4.79
18598,1.0,b'Premium',b'E',b'VS1',61.1,60.0,7588.0,6.43,6.41,3.92
18923,1.49,b'Very Good',b'G',b'SI2',62.5,58.0,7773.0,7.2,7.26,4.52
38240,0.39,b'Ideal',b'D',b'VVS2',60.0,56.0,1018.0,4.77,4.79,2.87
36400,0.31,b'Premium',b'E',b'VS1',61.1,58.0,942.0,4.37,4.34,2.66
10835,1.09,b'Premium',b'H',b'SI1',61.8,58.0,4871.0,6.63,6.58,4.08
50830,0.67,b'Good',b'F',b'VS2',58.7,61.5,2309.0,5.67,5.79,3.37
30422,0.32,b'Ideal',b'H',b'VVS1',61.6,56.0,730.0,4.39,4.41,2.71
51727,0.72,b'Ideal',b'E',b'SI2',61.3,55.0,2401.0,5.75,5.84,3.55
22498,1.56,b'Ideal',b'H',b'SI1',62.4,53.7,10536.0,7.43,7.48,4.65
6920,0.91,b'Premium',b'E',b'SI1',60.5,61.0,4138.0,6.23,6.19,3.76
2304,0.78,b'Good',b'F',b'VS1',64.0,54.0,3163.0,5.86,5.82,3.74
45621,0.55,b'Premium',b'D',b'SI1',61.0,58.0,1692.0,5.27,5.29,3.22
7974,1.17,b'Premium',b'F',b'SI2',59.6,60.0,4324.0,6.88,6.85,4.09
51872,0.67,b'Good',b'E',b'VS1',60.4,65.0,2427.0,5.67,5.65,3.42
1653,0.78,b'Premium',b'D',b'SI1',60.4,57.0,3019.0,6.02,5.97,3.62
40016,0.42,b'Ideal',b'H',b'VVS1',62.8,57.0,1108.0,4.79,4.79,3.01
42881,0.61,b'Premium',b'F',b'SI1',60.4,56.0,1359.0,5.47,5.43,3.29
34690,0.3,b'Ideal',b'F',b'IF',60.4,60.0,873.0,4.32,4.35,2.62
43314,0.55,b'Ideal',b'H',b'VS2',61.9,54.0,1402.0,5.25,5.28,3.26
7117,0.73,b'Ideal',b'F',b'VVS1',61.1,56.0,4171.0,5.83,5.86,3.57
1243,0.57,b'Very Good',b'D',b'VVS1',60.4,57.0,2945.0,5.39,5.44,3.27
37115,0.39,b'Ideal',b'F',b'VS2',61.2,57.0,970.0,4.69,4.73,2.88
51963,0.3,b'Ideal',b'H',b'VS1',62.1,56.0,545.0,4.28,4.32,2.67
52424,0.77,b'Very Good',b'H',b'VS2',63.0,57.0,2513.0,5.79,5.87,3.67
7679,1.18,b'Premium',b'J',b'SI2',61.3,60.0,4274.0,6.83,6.78,4.17
16404,0.63,b'Ideal',b'D',b'IF',62.5,55.0,6549.0,5.47,5.5,3.43
